PMID,country
35381609,Pennsylvania
35381609,Rhode Island
35381609,Utah
23147078,United States
16368617,China
33080294,United States
36030986,United States
22000272,United States
19834812,United States
19356621,United States
28262330,Poland
28262330,United States
28449972,France
28449972,India
28449972,United States
29289383,United States
33992437,India
33992437,United States
33992437,Zambia
36781334,Belgium
36781334,Colombia
36781334,Philippines
36781334,South Korea
36781334,United States
37142462,Czechia
37142462,Italy
37981473,Belgium
37981473,Kenya
37981473,Tanzania
37981473,Netherlands
37981473,Uganda
37981473,United Kingdom
10917986,United States
12422105,United States
12096265,United States
19028052,United States
19958986,United States
22551909,Italy
23806258,United States
36113823,United States
10587386,United States
23760999,United States
23516055,Netherlands
27179199,India
27179199,United States
23038944,Canada
27015977,Canada
27015977,United States
27746305,United States
31811662,United Kingdom
31811662,United States
23021098,United States
28527855,United States
29706170,United States
20840711,United States
33758387,United States
9216938,Denmark
9451658,United Kingdom
9931207,United Kingdom
8904569,United States
8904583,Canada
9390958,Canada L8S 4K1
9729591,Quebec H3G 1Y6
11356768,United States
11842038,United States
32240013,Australia
32240013,Virginia
12611775,Australia
12937025,Japan
12391115,United States
16150844,United States
12524380,United States
18258801,Denmark
15003999,Canada N6A 3K7
16339340,Japan
15677730,Canada L8S 4K1
16675610,Canada
25614597,United States
25614597,United Kingdom
25614597,Netherlands
21527664,Germany
21551007,Belgium
20044472,United States
24718705,United States
15868653,Italy
25111174,United States
31203153,Spain
8846859,Netherlands
15678531,United States
15968660,United States
10975883,United States
31169550,United Kingdom
31169550,Linkoping
31169550,Sweden
31169550,Uppsala
23446065,United States
37806794,Austria
9492087,United States
28838622,Massachusetts
28838622,South Carolina
30114458,United States
25256893,China
26044873,China
26044873,and
7775262,Osaka Medical College
20431975,United States
22644587,United States
35028656,United States
27875025,United States
27875025,Pennsylvania
19565411,Denmark
25371596,Italy
28602319,United States
14648070,United States
14985860,Belgium
28660319,United Kingdom
9127226,United States
16704382,United States
29019046,United States
9494309,United States
9846029,United States
16043005,Italy
16376737,China
19111778,Germany
21131165,SAR
21398087,Spain
22208450,United States
27208863,Italy
31655189,Australia
31655189,Sweden
31782347,United States
27872178,United States
36602613,Netherlands
22228118,Denmark
23873632,United States
27604070,United States
28019686,United States
29572961,United States
32176813,Australia
9893074,Finland
10841167,United Kingdom
30644132,United States
27753157,United States
34409549,Germany
34409549,Israel
34409549,Italy
26100004,Thailand
36564573,Egypt
26650816,Australia
26650816,United States
30552587,France
30552587,Italy
15567532,United States
8059023,New Zealand
24059271,Iran
25707524,Turkey
25144794,South Africa
37000942,Massachusetts
37000942,Missouri
37000942,New Jersey
37000942,Ukraine
25961773,Italy
32127657,Czechia
32127657,Germany
32127657,Hungary
32127657,Israel
32127657,Italy
32127657,Netherlands
32127657,Spain
32127657,Switzerland
32127657,United Kingdom
32127657,United States
26656783,United States
17311572,China
15575809,Australia
3077056,Seoul
19794995,South Korea
26339166,South Korea
37337808,South Korea
3181323,Iran
33638218,Germany
33638218,Italy
33638218,Switzerland
33638218,United States
26228291,United States
31485039,Austria
31473291,Germany
31473291,Irvine
31473291,United States
31473291,Pennsylvania
31473291,Poland
31473291,Tempe
32730977,Netherlands
35091050,China
35091050,United States
2273011,United States
35137699,France
35137699,NJ at the time this work was completed
35137699,United States
14732183,United States
18201644,United States
19944914,United States
21146763,United States
25442225,Alabama
25442225,United States
25442225,Rhode Island
21475252,United Kingdom
23670297,United States
27795558,United Kingdom
29479061,Italy
29479061,Netherlands
34385593,Germany
39192036,Germany
39192036,United Kingdom
29323617,United States
2113651,Switzerland
20118486,United States
27659126,United States
26032114,Spain
26032114,United States
26527417,Sweden
21585410,Ireland
26228097,China
26228097,United Kingdom
32301137,United States
9146770,Germany
12614303,United States
11966499,United Kingdom
12144586,United Kingdom
12269969,Canada
10651655,United Kingdom
11121910,Japan
11421867,Switzerland
15854171,United Kingdom
15882246,Spain
17944741,United Kingdom
18808446,Canada
19392864,United States
17067266,United States
24099621,United States
9392777,Denmark
33831660,Netherlands
31764068,Alabama
31764068,Blantyre
31764068,Durban
31764068,Malawi
31764068,Maryland
31764068,Pennsylvania
31764068,United States
31764068,South Africa
31764068,Uganda
31764068,Zimbabwe
23808800,United States
33733955,United States
21157850,United States
28543407,Canada
28543407,United States
35439878,India
9348565,United States
10442363,Japan
37227566,Austria
20195400,South Korea
17017665,South Korea
8268142,South Korea
22884414,Germany
8598501,United States
23147552,United States
18855510,United States
20565152,United States
12108857,Sweden
8880107,Denmark
9387966,Greece
9657565,Sweden
9701408,Belgium
11292103,Germany
15640321,Canada
16772388,6009 Australia
28838980,Peru
28838980,South Africa
28838980,Switzerland
28838980,United States
21115606,France
25395036,China
25395036,Czechia
25395036,France
25395036,-hop-parisfr
25395036,Germany
25395036,Italy
25395036,Spain
25395036,United Kingdom
25395036,United States
25395036,Member of the German Center of Lung Research
21310875,Switzerland
17050557,South Africa
24969648,Netherlands
21933835,United States
24743971,United States
25792638,Germany
25792638,-heidelbergde
32299853,France
32299853,Switzerland
32299853,United States
30578395,Switzerland
30578395,Netherlands
26677940,Denmark Joint senior authors
26677940,Denmark
26677940,South Africa Joint senior authors
26677940,South Africa
16510462,Egypt
31164431,Germany
31164431,Italy
31164431,Switzerland
31164431,Netherlands
31164431,United States
34023888,Japan
24196971,China
23867888,United States
34508257,Iran
25695181,Georgia
25695181,Maryland
17662577,United States
22695257,United States
23434503,United States
26692119,Japan
31500961,Japan
22192095,United States
20577073,United States
18478132,Greece
20170345,Turkey
15195497,Italy
20670096,Turkey
22456062,Israel
22780885,United States
28277886,Israel
32054355,Italy
17012105,Israel
16019384,Belgium
31697218,United States
28485994,China
36871951,Turkey
18498743,Switzerland
19803786,United States
33487126,United States
9873970,United States
10948025,Glasgow G31 2ER
11799031,Australia
11934776,Switzerland
12183305,Staffordshire ST4 6QG
2249050,United Kingdom
8956701,Netherlands
33653685,New Zealand
30181338,Republic of Ireland
34551918,Australia
34551918,South Africa
31801725,Denmark
25769495,United Kingdom
20197322,United States
16627509,Berlin
17670909,Singapore 119074
26626098,Thailand
36517403,China
17972459,Poland
18062586,Netherlands
12966190,Kuwait
17563191,United States
30402951,Australia
30402951,China
29044764,Japan
29044764,United States
11555126,Sweden
16238677,Sweden
18036160,Switzerland
18298480,Switzerland
24395021,United States
19890256,United Kingdom
22113087,United States
27681442,Chile
27681442,South Africa
27681442,United States
34750564,Sweden
36804489,United States
24447083,Poland
19877313,Spain
28390083,Australia
28390083,Denmark
26381736,Vermont
21937686,United States
32742206,United States
12593522,France
15763454,Germany
16434174,Spain
22483189,Italy
25499548,Netherlands
25727857,Spain
25727857,United States
28427544,Austria
28427544,Germany
28427544,United States
35134631,Brazil
35134631,Canada
35134631,Mexico
35134631,United States
36368290,Australia
36368290,India
36368290,United Kingdom
36368290,United States
36368290,Netherlands
8857326,United Kingdom
33277746,Belgium
18680482,Canada
37105910,China
31370913,& Ann & Robert H
18668408,Canada
21563884,United States
19702465,United States
9698276,Iran
15201492,Japan
22865311,Denmark 2100
28609161,Iran
28609161,United States
30081698,Egypt
34152936,Italy
17365266,India
19255921,Turkey
21607581,Germany
27126336,Germany
24058189,United Kingdom
29255109,Netherlands
21636268,Netherlands
26798966,United Kingdom
26798966,United States
32325418,United States
33794441,Australia
33794441,Belgium
33794441,Brazil
33794441,Germany
33794441,Italy
33794441,Poland
33794441,Spain
33794441,Switzerland
33794441,United Kingdom
33794441,United States
35932628,Australia
35932628,France
35932628,Italy
35932628,Netherlands
19863338,United States
29554212,Pamplona
29554212,Spain
29554212,United States
21930686,United Kingdom
27234642,Amsterdam
27234642,Rotterdam
27234642,Netherlands
27234642,Utrecht
21436186,Caen
21436186,Dijon
21436186,France
21436186,La Roche Sur Yon
21436186,Lyon
21436186,Marseille
21436186,Montpellier
21436186,Paris
17164226,Italy
17229775,Germany
19622596,Denmark
19828561,Belgium
19828561,Canada
19828561,Gauting
19828561,Germany
19828561,Greece
19828561,India
19828561,Italy
19828561,Netherlands
19828561,United States
21212155,Avellino
21212155,Fano
21212155,Italy
21212155,Milan
21212155,Naples
21212155,Padua
21212155,Pisa
21212155,Rome
19168670,United States
18227109,Germany
15319238,France
15937055,Italy
12123331,Italy
14998859,Japan
11432616,Germany
9653500,Germany
35124183,Australia
35124183,France
35124183,Japan
35124183,Switzerland
35124183,Netherlands
35124183,Turkey
35124183,United Kingdom
35124183,United States
35973665,France
35973665,Germany
35973665,Italy
35973665,Netherlands
35973665,South Korea
35973665,Singapore
35973665,Spain
35973665,Switzerland
35973665,United States
36681299,Amsterdam
36681299,Australia
36681299,Sweden
36681299,Sydney
36681299,Netherlands
38072158,Belgium
38072158,Brussels
38072158,Canada
38072158,Germany
38072158,Greece
38072158,Hershey
38072158,United States
38072158,Italy
38072158,Redwood City
38072158,Tampa
37956738,Chapel Hill
37956738,France
37956738,Israel
37956738,Italy
37956738,Spain
37956738,Switzerland
37956738,United Kingdom
37956738,United States
28119295,Argentina
28119295,South Korea
28119295,United States
23857959,United States
23857959,Bethesda
23857959,Center for Cancer Research
23857959,Northbrook
7786823,Switzerland
7531487,Italy
31298659,Philippines
32416538,Canada
17874029,Netherlands
19101754,Japan
24687643,Germany
22806257,United States
17622759,Japan
25703961,Australia
25703961,United States
25703961,Canada
25703961,China
25703961,France
25703961,Germany
25703961,Italy
25703961,United Kingdom
29154131,United States
25714215,Brazil
27027541,United States
30927498,Austria
30927498,United States
30927498,Germany
30927498,Hungary
30927498,Italy
30927498,Spain
19751357,SAR
15503343,United States
30552829,Austria
30552829,United States
23815427,United States
26410352,Belgium
26410352,Italy
26410352,Netherlands
36564535,Austria
36564535,Germany
36564535,Switzerland
37702821,United States
9846035,Que
21463543,Ont
26094600,Germany
28811738,United States
21368088,United Kingdom
21878488,United States
24702987,Belgium
24702987,Brazil
24702987,Germany
24702987,United States
28284776,Germany
28284776,Switzerland
26799987,United Kingdom
28752937,Germany
28752937,Sweden
29566443,South Africa
29566443,United Kingdom
16174242,Greece
36576659,Japan
38796666,Germany
38796666,Japan
38796666,Switzerland
29622372,Japan
34732271,Austria
28376475,China
19826188,Germany
29318424,Netherlands
20056639,United States
18829444,United States
21173171,United States
25406226,North Carolina
25406226,Tennessee
29442084,India
24047844,Brazil
29072209,India
35229778,India
18269330,Switzerland
18558886,United States
22100576,United States
25870329,Belgium
25870329,France
25870329,Germany
25870329,Leuven
25870329,New Jersey
25870329,United States
25870329,Sweden
25870329,United Kingdom
31517976,Johns Hopkins Applied Physics Laboratory
31517976,Johns Hopkins Bloomberg School of Public Health
31517976,Maryland
31675420,South Africa
31675420,United States
33720350,F-
33720350,Japan
33720350,Mexico
33720350,United States
34596225,Canada
34596225,United States
34596225,USAand
34940806,United States
35486953,Haiti
35486953,United States
